31,USA,f
35,DOM,m
34,IND,m
24.0,USA,m
26.0,USA,m
30,USA,f
54,USA,f
28,DNK,f
42,USA,m
45.0,USA,f
28.0,USA,m
26,USA,m
27,USA,m
24,USA,m
30,USA,f
22,IND,f
26,IND,m
27,IND,m
44,USA,f
34,IND,f
33,USA,m
22.0,USA,m
31,IND,m
26,IND,f
28,IND,m
31,IND,m
25,USA,m
32.0,USA,f
37,IND,f
24,IND,m
35,USA,f
34,USA,m
39.0,USA,f
26.0,IND,f
26.0,USA,m
25.0,USA,m
27.0,IND,m
24,IND,f
27,IND,m
33,VEN,m
34,IND,m
30,USA,m
24,USA,f
34,USA,f
26.0,USA,m
31,USA,f
33.0,USA,f
29,USA,m
21,USA,m
30.0,USA,m
26,IND,f
43,USA,f
22,USA,m
56,USA,f
32.0,USA,m
29,USA,m
24,USA,m
25,USA,m
27,IND,f
36,USA,m
30,IND,m
32,USA,m
25,IND,f
26,USA,f
22,VEN,m
33.0,IDN,m
37,USA,f
32,IND,f
29,USA,m
32,IND,f
28,USA,m
23,USA,m
36.0,USA,m
28,USA,f
46.0,USA,f
32.0,USA,f
38,USA,m
68,USA,m
31,USA,m
30.0,USA,m
27,USA,f
33,IND,m
25.0,USA,m
24,IND,f
38,USA,f
34,USA,m
43,USA,m
24.0,USA,m
35.0,USA,m
23,IND,f
31,IND,m
62,USA,f
70,USA,m
25,IND,m
23,USA,m
21,IND,f
34,USA,m
24,USA,f
54,USA,f
26.0,USA,f
25,IND,m
33,USA,m
41.0,USA,f
25,USA,m
27,USA,f
22,IND,f
31.0,USA,m
37,USA,f
22,IND,f
23.0,USA,f
24,USA,m
83,USA,m
27,USA,m
44.0,USA,m
22,IND,f
33,USA,m
74,USA,f
21.0,USA,m
prefer not to say,USA,m
44,USA,f
41,USA,m
39.0,USA,m
23,IND,f
25,IND,m
29,USA,m
26,IND,m
34,USA,m
36,USA,m
37.0,USA,f
40,USA,m
30.0,USA,o
51,USA,m
61,USA,f
31,USA,m
27.0,USA,m
23,USA,f
22,IND,f
38,USA,f
31.0,USA,m
38,USA,f
32,USA,m
43,USA,f
29,IND,f
32,USA,f
38,USA,m
21,IND,f
41,USA,m
23,IND,f
40,IND,f
22,IND,f
24,USA,m
36.0,USA,m
37,USA,m
23,IND,f
29.0,USA,m
26.0,USA,m
27,IND,m
25.0,IND,m
26,USA,m
22,IND,f
40.0,USA,f
31,USA,m
31,USA,m
25,IND,f
29,IND,f
26,IND,f
30,USA,m
34,USA,f
21.0,USA,m
38,IND,f
37,USA,m
21,USA,m
29.0,USA,m
19,USA,m
26,USA,f
40,USA,m
30,USA,f
23,CAN,f
36,IND,m
22,IND,f
52.0,USA,m
26.0,USA,m
27,USA,f
32,USA,m
66,USA,m
38,USA,f
25,USA,f
25,IND,f
33,USA,m
30,USA,m
61,USA,f
31.0,USA,m
36,USA,m
49,USA,f
41,USA,f
24.0,USA,m
33.0,USA,m
34,IND,f
26.0,USA,m
29,USA,m
27.0,IND,m
26,IND,m
41,USA,m
26,USA,m
31,USA,m
28,USA,m
27,USA,m
28,USA,f
26,USA,m
31,USA,f
30.0,IND,f
29,USA,f
38.0,USA,m
25,IND,f
29,USA,m
29,USA,m
23,USA,m
29,IND,f
25.0,USA,m
36,USA,m
40,USA,m
38,IND,f
48,USA,m
26,USA,f
29.0,USA,f
30,USA,o
30.0,USA,f
23,IND,f
37,IND,m
21,USA,m
28.0,VEN,m
26,USA,f
29,USA,m
47,USA,m
26,USA,m
36,USA,f
27,IND,m
30,CAN,f
30.0,USA,m
32.0,IND,m
22.0,IND,m
30,USA,m
29.0,USA,f
32,USA,f
31,USA,f
32.0,USA,m
32,USA,m
40.0,IND,m
55,USA,f
27,IND,f
28.0,AUS,m
39,USA,m
23,USA,m
52,USA,m
44,USA,f
30,USA,m
29.0,IND,m
28,USA,f
30,USA,m
34,USA,m
33.0,USA,m
22.0,USA,m
61,USA,f
47,USA,m
49.0,USA,m
25,USA,m
25,IND,m
32,IND,m
54,USA,f
40,USA,m
32,IND,m
33.0,USA,f
53,USA,f
23.0,IND,m
37.0,USA,f
58.0,USA,f
31,IND,f
25,IND,m
29,IND,f
37.0,USA,m
27,USA,f
36,USA,m
49.0,IND,m
28,USA,m
25.0,IND,f
44.0,USA,f
28.0,USA,f
34,USA,m
27,USA,o
31,IND,f
39,IND,m
19.0,IND,f
30.0,IND,f
24.0,USA,m
39.0,USA,m
28,USA,f
25.0,USA,m
49,USA,m
26,USA,f
27,IND,m
46,USA,m
24,USA,f
33,USA,m
26,IND,m
40,GBR,m
39,USA,m
25,USA,f
40,USA,m
34,IND,m
35,USA,f
31,USA,m
47.0,USA,f
23.0,USA,m
23,USA,m
41.0,USA,m
62,URY,m
34,USA,m
29,USA,m
42,USA,m
24.0,USA,m
32.0,USA,f
57.0,USA,m
42,USA,f
28,USA,m
22.0,USA,m
42.0,USA,m
52,USA,m
22,USA,m
35,USA,f
29.0,USA,f
31.0,IND,m
56,USA,f
29,USA,m
233.0,USA,f
51,USA,f
51.0,USA,f
22.0,IND,f
34.0,USA,f
24,USA,m
24.0,IND,f
20.0,IND,f
21,USA,m
30,USA,m
52,USA,f
21,USA,f
35,IND,m
27,USA,f
48,USA,m
28,USA,f
26,USA,f
30,USA,o
33.0,USA,f
29,USA,m
36.0,USA,f
32,IND,m
29,USA,m
30,IND,m
38,USA,f
32.0,USA,m
28.0,USA,m
28,IND,m
33,IND,m
21,USA,m
29,USA,f
41,USA,m
22,USA,f
29,USA,f
28,IND,f
35,USA,m
25,USA,m
24.0,IND,m
19.0,IND,m
31,USA,f
52.0,USA,m
25.0,USA,m
31.0,USA,m
27,USA,m
38,USA,f
33,USA,f
24,IND,m
26.0,USA,m
28.0,IND,m
26,USA,f
35.0,USA,m
25.0,USA,m
39,USA,f
18,JAM,f
28,IND,f
31,USA,f
34,IND,m
30.0,USA,m
34,USA,f
24,USA,f
34,USA,m
48.0,USA,f
33,USA,m
35,IND,f
29,USA,f
24,USA,m
23,USA,f
43,USA,f
41.0,IND,f
32,USA,m
53,IND,f
34.0,USA,m
26,USA,m
28,IND,m
28.0,IND,m
27.0,USA,m
24,IND,m
26,USA,m
35.0,IND,f
26,USA,f
28,IND,m
32,IND,f
60,USA,m
31,IND,m
32,USA,f
43.0,USA,m
32.0,USA,m
22,USA,m
25,VEN,m
20.0,USA,o
36,USA,m
39,USA,m
34,USA,m
41,USA,f
50.0,USA,m
30.0,USA,m
54,USA,f
24,IND,m
42.0,USA,f
35.0,USA,m
40,IND,m
33.0,USA,m
32,USA,m
28.0,USA,f
24,USA,m
33.0,USA,f
31.0,USA,m
27.0,USA,m
49.0,USA,f
24,USA,m
30,IND,m
31,USA,m
26,USA,m
26,USA,f
28,EGY,m
39,USA,f
24,IND,m
31,USA,m
30,USA,f
35,IND,m
34.0,USA,m
20,IND,m
29,IND,m
24,USA,m
36.0,USA,f
29,USA,m
28,USA,m
30,USA,f
27.0,IND,m
20.0,USA,m
52.0,USA,f
32,USA,m
31,IND,m
72.0,USA,m
22.0,IND,f
26,USA,m
36,USA,m
39,USA,m
36.0,USA,f
34.0,DEU,m
22,USA,f
63.0,USA,f
26,USA,m
38.0,USA,m
35,USA,m
48.0,USA,f
28,USA,m
29,USA,m
26,USA,m
29,USA,f
23.0,USA,m
27,USA,m
26.0,USA,m
39,USA,m
45,USA,f
27,USA,m
26,USA,f
23.0,IND,f
29,USA,f
20,USA,m
41.0,USA,f
25,USA,f
33,IND,m
41.0,USA,m
35,USA,m
26,USA,m
35,IND,m
21,IND,m
26,PHL,f
30,USA,f
29,USA,m
26,KEN,m
27,USA,m
19,USA,m
45,USA,f
26.0,USA,f
25,USA,m
56,USA,m
34.0,USA,m
36,USA,f
28,IND,m
27.0,USA,m
29,USA,m
21.0,VEN,m
31,IND,f
20,USA,m
32,USA,m
22.0,USA,m
60.0,USA,f
23,IND,f
23.0,USA,m
32,MDA,m
29,IND,f
37,USA,f
25.0,USA,o
28.0,USA,m
36,IRL,f
31,USA,m
26,USA,m
27,IND,f
39,IND,m
25.0,USA,f
32,IND,f
43,USA,m
28.0,USA,m
25,IND,f
32,IND,m
24.0,IND,f
23,IND,m
33,USA,m
25,USA,m
30.0,USA,m
29,USA,m
28,USA,m
25.0,USA,m
30,USA,m
27.0,USA,f
23,IND,m
33.0,USA,m
21,USA,m
32.0,USA,m
43,USA,m
50,USA,f
35,USA,m
30.0,USA,f
25,IND,m
34,IND,m
43.0,USA,f
42.0,USA,m
35,USA,f
38,USA,m
35,NGA,m
31,USA,m
30.0,USA,m
21,USA,m
23.0,USA,m
53,USA,f
32.0,USA,f
53,USA,f
20.0,USA,m
34,USA,f
23.0,IND,f
43,USA,f
26.0,USA,f
26,USA,f
31,VNM,m
36,USA,f
26,BRA,m
26,IND,m
22.0,USA,m
27,USA,f
22,USA,f
23.0,USA,m
30,USA,f
24.0,USA,m
29,USA,m
42,USA,m
28,IND,f
36,USA,m
28,USA,f
35.0,USA,f
37,USA,m
36.0,USA,f
20,IND,m
30,USA,m
39,USA,m
24,USA,f
34,USA,m
27,USA,m
40,IND,m
28,USA,m
25,USA,m
35.0,USA,m
26,USA,m
22,ALB,m
25.0,USA,m
30,USA,m
25,USA,m
38.0,USA,f
57,USA,f
25,USA,m
50,USA,f
24,USA,m
31,USA,f
29,USA,m
34,IND,m
35.0,AUS,f
24,USA,m
26,IND,m
31,USA,m
28,USA,m
26.0,IND,f
29,USA,m
27,USA,f
25.0,USA,m
49.0,USA,m
57.0,USA,f
26.0,USA,m
47,USA,f
54,USA,f
25,USA,f
30,USA,m
27,USA,m
58.0,USA,f
37,USA,f
41,USA,m
38,USA,f
30.0,USA,f
27,USA,m
33.0,IND,f
19.0,USA,m
32.0,USA,f
28.0,USA,f
23,USA,m
30,USA,f
30.0,IND,f
24.0,USA,m
41,IND,m
27.0,IND,m
26,USA,m
29,USA,f
35.0,USA,f
29,IND,f
27,USA,f
26,USA,f
28.0,USA,m
45.0,USA,f
27,USA,f
23.0,USA,f
21,USA,f
20,IND,f
27.0,USA,m
37,USA,f
28,USA,m
24.0,IND,m
37,USA,f
33.0,USA,m
25,USA,f
32,USA,f
42,USA,m
36,USA,f
23.0,IND,f
26.0,IND,m
39,USA,m
28,USA,m
58,USA,f
25,USA,f
44,USA,f
38,USA,m
39.0,USA,m
22.0,USA,f
39,USA,m
29.0,USA,f
35.0,USA,m
23,USA,f
63.0,USA,f
43.0,USA,f
23,USA,f
28.0,USA,f
32,USA,m
32.0,USA,m
30,USA,f
35,USA,m
31.0,USA,f
41.0,USA,f
30,IND,m
30,IND,f
30,IND,m
33,USA,f
29.0,USA,m
25.0,IND,m
24,IDN,m
24.0,USA,m
35.0,IND,m
19,USA,m
29,USA,m
48.0,USA,m
32,USA,m
23.0,IND,f
21,IND,m
28,USA,m
26,USA,f
47.0,USA,m
24,USA,m
36,IND,m
26.0,USA,m
25.0,USA,m
28.0,USA,m
31,USA,f
28.0,USA,m
25,IND,f
28,USA,f
29.0,IND,m
34,USA,m
27,USA,m
25.0,USA,m
54,USA,f
21,IND,m
31,USA,m
24.0,MEX,f
24.0,USA,f
27.0,USA,m
34,TTO,m
27,USA,m
24,USA,f
27.0,USA,m
23.0,IND,m
32,USA,m
36,USA,f
51,USA,f
29,USA,m
23,IND,m
25,USA,m
40.0,USA,m
29,USA,m
25,GBR,f
28,IND,f
27.0,IND,f
30,USA,f
30.0,IND,m
30,IND,m
28.0,USA,m
32.0,USA,m
32.0,MEX,m
26.0,IND,f
22.0,USA,m
35,USA,m
25,NGA,f
32,IND,f
34,USA,f
21.0,IND,f
21.0,USA,m
29.0,USA,m
35,USA,m
23,USA,m
23,USA,f
34,USA,f
29.0,USA,m
32,IND,m
24.0,USA,m
29,IND,f
25,KWT,f
24,IND,m
33,USA,m
40,USA,f
30.0,USA,f
22,IND,m
35,USA,f
35,USA,m
35.0,USA,f
23,VEN,m
24,USA,f
28.0,USA,m
32,USA,m
27.0,USA,m
26,MEX,o
30,CAN,m
25.0,USA,f
30,USA,f
22.0,IND,m
30,USA,f
22.0,USA,m
26,USA,f
28,USA,m
29.0,USA,m
31.0,USA,f
30.0,USA,m
36,USA,m
26.0,USA,m
33.0,USA,m
27,USA,f
27.0,USA,m
34.0,USA,f
21.0,USA,m
30,USA,m
27,USA,f
67,USA,m
44,USA,m
22,USA,m
23,USA,m
29,USA,f
33,USA,m
30,USA,f
34.0,USA,f
33.0,USA,m
37.0,IND,m
21,USA,f
32,USA,m
30,IND,m
34.0,USA,m
49,USA,m
25,USA,m
35,USA,f
26,IND,f
37,USA,f
22.0,IND,m
23,USA,f
25.0,IND,m
30,USA,m
21,USA,m
31,USA,m
22.0,USA,m
23,PHL,m
58.0,IND,f
37.0,USA,m
34,USA,f
48,USA,m
28.0,USA,m
26.0,IND,m
27.0,IND,f
34,USA,m
35.0,USA,m
66.0,USA,m
31.0,USA,m
23.0,USA,f
34.0,USA,m
22,USA,f
61.0,USA,m
28,USA,m
41,USA,f
29,USA,f
38,USA,m
27,IND,m
32,USA,f
28,USA,m
39.0,USA,m
38,USA,m
20,IND,f
25,IND,f
26,USA,f
36.0,USA,f
40,USA,f
34.0,USA,m
33,USA,m
38.0,USA,m
30.0,USA,m
29.0,USA,m
61,IND,m
40,IND,m
43,USA,m
36,USA,f
26,USA,m
27.0,USA,m
28.0,USA,f
23.0,USA,m
29,USA,m
24,USA,m
31,USA,m
39,USA,m
50,USA,f
28.0,USA,m
40,USA,m
26.0,IND,m
32.0,RUS,m
23.0,USA,m
23,USA,f
32.0,USA,m
35,USA,f
23,LTU,m
31.0,USA,m
42,IND,f
36.0,USA,m
25,IND,m
30,USA,f
51.0,USA,f
26,USA,f
29,USA,f
36,USA,f
34.0,USA,f
27,USA,f
28,PRI,f
22,USA,m
35,CAN,m
38,USA,m
21,CAN,m
38,USA,m
32,USA,m
27,IND,m
33.0,USA,m
38,USA,f
36.0,USA,m
30,USA,f
26,IND,m
31,USA,m
67,USA,f
41,USA,m
44,USA,f
25.0,IND,m
21.0,IND,f
34,USA,m
33.0,SWE,m
18,USA,m
24,USA,m
31,USA,m
25.0,IND,m
26,USA,f
33.0,USA,m
34,USA,f
45,USA,f
29,PER,m
41.0,USA,f
40,USA,f
19.0,USA,m
22.0,IND,m
23.0,USA,f
32,IND,m
24.0,USA,m
31,USA,m
25,USA,f
24.0,USA,m
39.0,USA,f
35.0,USA,m
22,USA,m
25,USA,m
29,USA,m
25.0,USA,m
27,USA,f
46,USA,f
32,USA,f
30,USA,m
28.0,IND,f
43.0,PAK,f
30,IND,f
24,USA,f
32,IND,f
37,USA,f
46,USA,m
35,USA,m
51.0,USA,m
33,USA,m
23.0,USA,m
30,USA,m
34.0,USA,m
28,USA,m
56,USA,m
36,MKD,m
20.0,IND,f
26.0,USA,m
35,USA,m
31,USA,f
39,USA,m
27,USA,f
27,VEN,m
29,USA,m
31,IND,m
26,USA,m
29,USA,f
38,USA,m
20.0,USA,m
31.0,USA,m
26,IND,f
31,USA,m
33.0,IND,f
23,USA,f
41.0,USA,m
29.0,USA,f
33,IND,f
33,USA,m
25.0,USA,m
31,USA,m
29,USA,f
42,USA,m
26,IND,f
50,USA,m
25,USA,m
37.0,USA,f
32,USA,m
20,USA,f
44,USA,m
33,USA,m
56,USA,f
64,USA,m
23,USA,m
31,USA,f
33,USA,f
30,USA,m
49,USA,f
40.0,USA,m
26,IND,m
25,IND,f
22,USA,f
31,USA,f
29,USA,m
65.0,CAN,f
31,IND,f
24,USA,f
23,TUR,m
49,IND,m
28.0,USA,m
29,USA,m
28,IND,f
25,USA,m
56,USA,f
32.0,USA,f
28,EGY,f
35,IND,m
29,IND,f
47,USA,f
21.0,IND,m
28,USA,m
29,USA,m
35,USA,m
22.0,USA,f
23.0,PHL,m
22,USA,f
29.0,USA,f
28,USA,f
50.0,USA,m
42,IND,m
25,USA,f
34.0,USA,m
33,USA,m
42.0,USA,f
28.0,USA,f
27.0,USA,m
31,IND,f
57,USA,m
32.0,IND,m
27,USA,m
31,USA,m
28,USA,m
30.0,USA,f
30.0,USA,m
58,USA,f
62.0,IND,f
24.0,USA,f
27,USA,f
28,IND,m
27,USA,m
24,IND,f
40.0,USA,m
24.0,USA,f
24,USA,m
31.0,USA,m
33.0,USA,m
35.0,USA,m
39.0,USA,m
32,USA,f
29,USA,m
32.0,USA,m
30,USA,f
25.0,USA,m
28,USA,m
19,FRA,m
31,IND,f
25.0,USA,m
60.0,USA,f
26,USA,m
29,IND,m
28.0,USA,f
26.0,USA,m
30,USA,m
40.0,USA,f
50,USA,f
24,USA,m
25.0,USA,f
29,IND,m
20.0,USA,m
58,USA,m
25.0,USA,f
25,USA,f
46.0,USA,m
19.0,USA,m
27,USA,m
28.0,USA,m
28.0,USA,f
38,USA,m
43.0,USA,m
37,USA,f
28,USA,m
20,USA,m
36,USA,f
26,USA,m
29,USA,m
45,IND,m
23.0,IND,m
26,USA,m
29.0,USA,m
38,USA,m
29.0,USA,f
21.0,IND,m
30,USA,m
28,IND,m
36,USA,f
18,USA,m
38.0,IND,f
27,IND,f
48,USA,f
43,USA,f
33,USA,m
23,USA,m
50,USA,f
34.0,USA,m
24,USA,f
26.0,USA,m
38,VEN,m
28,USA,f
34.0,IND,f
25,IND,f
27,USA,m
30.0,USA,f
57.0,USA,f
29,USA,f
36,USA,m
34,USA,m
50,USA,m
23,USA,m
22.0,USA,m
28.0,USA,m
44,USA,m
21.0,USA,f
41,USA,m
68,USA,m
34.0,USA,m
24,USA,m
23,USA,f
60,USA,f
25,ARE,m
45,IND,m
35,IND,f
36,USA,m
31.0,USA,m
32,USA,m
35,USA,f
27,USA,f
25,USA,m
48,IND,m
61,USA,m
30.0,USA,f
28,USA,f
29.0,IND,f
23,USA,m
30,USA,f
41.0,USA,f
24,IND,m
24,USA,f
24.0,IND,f
36.0,USA,m
59.0,USA,f
49,USA,f
36,USA,m
52,IND,m
21.0,USA,m
43,USA,m
39.0,USA,f
25.0,USA,f
56.0,USA,m
23.0,IND,m
19.0,IND,m
62,USA,f
30.0,USA,m
25,USA,m
29,USA,m
27.0,USA,m
34,IND,m
36,COL,m
26,USA,f
33,USA,m
25,USA,f
31,IND,m
22,USA,m
34,USA,f
27,USA,f
27,USA,m
21.0,USA,m
27,USA,f
38,IND,m
37,USA,m
36,USA,m
26.0,USA,m
31,USA,m
24,USA,f
22,USA,f
38.0,USA,f
30,IND,f
24,USA,m
25.0,IND,m
20.0,USA,m
31,USA,m
51.0,USA,m
25.0,USA,f
23,USA,m
56,USA,f
54.0,USA,f
28,IND,m
24,IND,m
21,USA,f
20,USA,m
48.0,USA,f
37,USA,f
28,USA,f
38,USA,f
53,USA,f
33,USA,m
24.0,USA,m
19,USA,m
29,USA,m
27,USA,m
45,USA,f
31,USA,m
27.0,USA,m
27,USA,m
35.0,USA,f
24,USA,m
56.0,USA,m
41,IND,m
36,USA,f
28,USA,m
45,USA,f
26.0,USA,f
24,USA,f
38,IND,m
52.0,USA,f
37,USA,f
32.0,USA,f
24,USA,f
33,IND,m
35.0,USA,m
19,USA,m
25,USA,m
32,IND,f
28.0,USA,f
22,USA,m
29,USA,f
23,USA,f
24,USA,m
31,USA,m
31,USA,m
45.0,USA,m
56,USA,f
26.0,USA,m
36.0,USA,m
30,IND,f
24,USA,m
31,USA,m
41.0,USA,m
38.0,USA,m
23.0,USA,m
32,GBR,f
20,USA,m
32.0,USA,m
28,USA,f
51,USA,f
27.0,USA,f
24,IND,f
31.0,USA,f
26.0,USA,f
37.0,USA,f
30.0,USA,f
24,USA,m
26,IND,m
59.0,IND,f
35,USA,m
25,USA,m
25,IND,f
41,USA,m
22,IND,m
28.0,USA,m
40.0,USA,m
23,USA,f
23,USA,m
35.0,USA,f
21,USA,o
44,IND,m
30.0,USA,m
42,IND,f
42,USA,f
25.0,IND,m
33,IND,m
35,USA,f
43,USA,m
27,USA,f
27,IND,m
38,USA,m
33,IND,m
24.0,USA,m
25,IND,m
28,USA,f
23,IND,f
20,USA,m
22,USA,m
25.0,USA,m
22,IND,m
33.0,USA,f
22,USA,f
20,USA,m
20,IND,f
31,USA,m
24,USA,m
30,USA,f
25.0,USA,m
25,IND,f
23,IND,f
25.0,IND,f
26.0,USA,f
51.0,IND,m
22.0,USA,m
35,USA,m
38,USA,f
20,USA,m
23.0,USA,m
40,USA,f
26,USA,m
29.0,USA,m
31.0,USA,m
23.0,USA,f
41,IND,m
21,USA,f
26,USA,f
38,USA,m
38,USA,f
30.0,USA,m
33,USA,m
41,USA,m
20,USA,m
27.0,USA,m
27.0,USA,f
18,USA,m
24,USA,m
42,USA,f
28.0,USA,m
20,USA,m
30.0,USA,m
30.0,USA,f
24.0,IND,f
32,IND,f
27,USA,m
18.0,CAN,m
25,USA,f
48,USA,m
25.0,USA,m
29,USA,f
24,USA,m
34.0,USA,f
54,USA,f
27,IND,m
23,IND,m
39,USA,m
32.0,USA,f
20.0,USA,m
51,USA,f
43,FRA,m
44,USA,m
30,USA,m
33.0,USA,m
21.0,USA,m
35,USA,m
19,USA,f
28,USA,m
26.0,USA,m
25,USA,m
34,USA,m
64.0,IND,m
22,USA,m
35.0,USA,f
27.0,USA,f
31,USA,m
52,USA,m
28,USA,m
24,USA,m
28,USA,f
26.0,USA,f
24,USA,m
57.0,USA,f
27.0,USA,m
27,IND,f
23.0,IND,m
31,USA,f
26,USA,m
32,IND,f
26,USA,m
26,IND,m
23,USA,f
18,PHL,m
32.0,USA,f
37,IND,f
47,USA,m
25,USA,f
25.0,USA,f
43.0,USA,f
28,USA,m
41.0,USA,m
27,USA,m
41.0,AUS,m
38.0,USA,f
31,USA,f
43.0,USA,m
27.0,USA,m
25,IND,m
35,USA,m
30,USA,f
32.0,USA,m
56,USA,f
24,USA,m
28.0,USA,m
27,USA,m
35.0,USA,m
39,USA,f
56,USA,f
28,USA,m
33,USA,m
20,USA,m
45,USA,m
36,USA,m
30,IND,f
24,USA,m
22,USA,m
43,USA,f
36,IND,f
38,USA,f
30,VEN,f
46.0,USA,m
27,USA,m
31.0,USA,f
32,USA,m
37.0,USA,f
27.0,USA,f
19,USA,m
63,USA,f
22.0,USA,m
22.0,USA,m
37.0,USA,m
42,USA,m
35.0,USA,f
24.0,IND,f
31.0,USA,m
48.0,USA,f
23.0,USA,f
19,AUS,m
31.0,USA,f
26,USA,m
22,VEN,f
32,USA,f
29,USA,m
28,IND,m
31.0,USA,f
32,USA,m
35.0,USA,m
24.0,USA,m
38.0,USA,f
21,USA,f
23,USA,m
23,USA,m
26.0,USA,m
23,USA,m
35.0,USA,m
21,USA,f
21,USA,m
23.0,USA,m
22,USA,m
30.0,USA,m
47.0,IND,f
22,USA,m
23.0,USA,f
26,USA,m
43,USA,f
37.0,USA,f
51,VEN,m
24,USA,m
47.0,IND,f
38.0,USA,f
28,USA,m
20,USA,f
19,USA,f
25,USA,f
37,USA,m
34,USA,f
36,IND,f
35,GRC,f
27,USA,m
33,USA,f
20,USA,m
25,IND,m
35,USA,f
24,USA,f
31,NGA,m
30.0,USA,f
35,USA,f
33,USA,f
66.0,USA,f
22,IND,m
47,USA,m
26.0,ROU,m
39,USA,m
34,USA,f
39,USA,m
46.0,USA,f
32,ARM,f
22.0,USA,m
22,USA,m
29,ROU,m
48,USA,m
37,USA,m
24,IND,m
28.0,USA,m
23.0,USA,f
25,PHL,f
18.0,USA,f
28.0,USA,f
35,USA,m
25,PAK,m
32,USA,m
23,USA,m
22.0,USA,m
28,IND,f
37.0,IND,m
27,USA,m
33,USA,m
25,USA,m
30.0,USA,m
25,USA,m
30,USA,m
35,USA,m
26,USA,f
51,USA,m
26,USA,f
30,USA,f
27.0,USA,m
33,VEN,m
33.0,USA,m
32,IND,m
32,IND,m
32.0,USA,m
36,USA,m
33,IND,f
31.0,USA,f
28,USA,m
28,USA,f
32,NGA,m
27,CAN,m
24,USA,m
21,USA,m
25,USA,m
65,USA,f
36.0,USA,f
28.0,USA,f
21,USA,f
27,USA,m
25.0,IND,m
34.0,USA,f
29.0,USA,m
29,USA,m
33,USA,m
26,USA,m
45.0,IND,f
31,USA,f
30,MAC,o
50,USA,f
21,USA,f
25,IND,f
32.0,USA,m
36,USA,m
32,IND,m
43.0,USA,f
22,USA,f
20.0,USA,m
24,IND,m
23,USA,f
42,VEN,m
44.0,USA,f
25.0,USA,f
59.0,USA,f
25.0,USA,m
27,USA,f
32.0,USA,m
30.0,USA,m
31.0,IND,m
30,USA,f
37,IND,f
28.0,USA,f
44,USA,f
41,USA,f
41,IND,m
22.0,USA,m
33.0,USA,f
29.0,USA,m
56.0,USA,f
42.0,USA,f
35,USA,m
23.0,USA,m
25.0,USA,f
27.0,IND,m
25,IND,m
29,USA,m
29.0,USA,m
22,SGP,m
25.0,USA,m
30,USA,f
37,USA,m
